"CODE","YEAR","MONTH","DAY","DUMMY","DATE","DIVELOCATION","BROAD LOCATION","DAYS","NO OF DIVES","VIZ","CURRENT","WIND","WEATHER","TEMP","SEA COND.","DIVER NUMBERS","REBREATHER","COUNT","LATITUDE","LONGITUDE","SPECIES_COMMON","ABUNDANCE","SPECIES_SCIENTIFIC","DATASET","OWNER"
"D0169",2003,9,26,NA,"09/26","NORTH","Protea_pinnacles",1,1,"10-3m","reverse","15NE",NA,NA,NA,"3",NA,106,-30.8249,30.4884,"RAGGIE",6,"CARCHARIAS TAURUS","UVC-S","ROLAND"
"D0169",2003,9,26,NA,"09/26","NORTH","Protea_pinnacles",1,1,"10-3m","reverse","15NE",NA,NA,NA,"3",NA,106,-30.8249,30.4884,"BLACKTIP",1,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D0170",2003,9,27,NA,"09/27","NORTH","Protea_pinnacles",1,1,"3-30m",NA,"10-15SW",NA,NA,NA,"2",NA,106,-30.8249,30.4884,"SHH",2,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D0170",2003,9,27,NA,"09/27","NORTH","Protea_pinnacles",1,1,"3-30m",NA,"10-15SW",NA,NA,NA,"2",NA,106,-30.8249,30.4884,"RAGGIE",15,"CARCHARIAS TAURUS","UVC-S","ROLAND"
"D0172",2003,9,30,NA,"09/30","NORTH","Protea_pinnacles",1,1,"15m","2","18NE",NA,"16",NA,"1",NA,106,-30.8249,30.4884,"RAGGIE",50,"CARCHARIAS TAURUS","UVC-S","ROLAND"
"D0172",2003,9,30,NA,"09/30","NORTH","Protea_pinnacles",1,1,"15m","2","18NE",NA,"16",NA,"1",NA,106,-30.8249,30.4884,"BLACKTIP",1,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D0174",2003,10,2,NA,"10/02","NORTH","Protea_pinnacles",1,1,"2-8m",NA,NA,NA,"20",NA,"1",NA,106,-30.8249,30.4884,"RAGGIE",15,"CARCHARIAS TAURUS","UVC-S","ROLAND"
"D0175",2003,10,3,NA,"10/03","NORTH","Protea_pinnacles",1,1,"2-8m",NA,NA,NA,NA,NA,"1",NA,106,-30.8249,30.4884,"RAGGIE",40,"CARCHARIAS TAURUS","UVC-S","ROLAND"
"D0178",2003,10,5,NA,"10/05","SOUTH","Protea_pinnacles",1,1,NA,"1.5","25SW",NA,NA,NA,"2",NA,91,-30.8434,30.4771,"SHH",1,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D0178",2003,10,5,NA,"10/05","SOUTH","Protea_pinnacles",1,1,NA,"1.5","25SW",NA,NA,NA,"2",NA,91,-30.8434,30.4771,"RAGGIE",12,"CARCHARIAS TAURUS","UVC-S","ROLAND"
"D0179",2003,10,6,NA,"10/06","SOUTH","Protea_pinnacles",1,1,"12m","2","25SW",NA,"21",NA,"1",NA,91,-30.8434,30.4771,"SHH",3,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D0179",2003,10,6,NA,"10/06","SOUTH","Protea_pinnacles",1,1,"12m","2","25SW",NA,"21",NA,"1",NA,91,-30.8434,30.4771,"RAGGIE",3,"CARCHARIAS TAURUS","UVC-S","ROLAND"
"D0180",2003,10,7,NA,"10/07","NORTH","Protea_pinnacles",1,1,"18m","2","10NE","rain","20",NA,"1",NA,106,-30.8249,30.4884,"SHH",2,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D0180",2003,10,7,NA,"10/07","NORTH","Protea_pinnacles",1,1,"18m","2","10NE","rain","20",NA,"1",NA,106,-30.8249,30.4884,"RAGGIE",15,"CARCHARIAS TAURUS","UVC-S","ROLAND"
"D0181",2003,10,8,NA,"10/08","NORTH","Protea_pinnacles",1,1,"15m","2",NA,"rain","21",NA,"2",NA,106,-30.8249,30.4884,"SHH",150,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D0181",2003,10,8,NA,"10/08","NORTH","Protea_pinnacles",1,1,"15m","2",NA,"rain","21",NA,"2",NA,106,-30.8249,30.4884,"RAGGIE",100,"CARCHARIAS TAURUS","UVC-S","ROLAND"
"D0182",2003,10,10,NA,"10/10","NORTH","Protea_pinnacles",1,1,"8m","2",NA,NA,NA,NA,NA,NA,106,-30.8249,30.4884,"RAGGIE",35,"CARCHARIAS TAURUS","UVC-S","ROLAND"
"D0192",2003,10,19,NA,"10/19","NORTH","Protea_pinnacles",1,1,"8m","0.5","10-15NE",NA,NA,NA,"4",NA,106,-30.8249,30.4884,"RAGGIE",30,"CARCHARIAS TAURUS","UVC-S","ROLAND"
"D0194",2003,10,21,NA,"10/21","NORTH","Protea_pinnacles",1,1,"20m","1","20NE",NA,"21",NA,"8",NA,106,-30.8249,30.4884,"SHH",300,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D0194",2003,10,21,NA,"10/21","NORTH","Protea_pinnacles",1,1,"20m","1","20NE",NA,"21",NA,"8",NA,106,-30.8249,30.4884,"RAGGIE",40,"CARCHARIAS TAURUS","UVC-S","ROLAND"
"D0195",2003,10,22,NA,"10/22","NORTH","Protea_pinnacles",1,1,"10m","1.5",NA,NA,"20",NA,"10+9",NA,106,-30.8249,30.4884,"RAGGIE",30,"CARCHARIAS TAURUS","UVC-S","ROLAND"
"D0196",2003,10,23,NA,"10/23","NORTH","Protea_pinnacles",1,1,NA,NA,NA,NA,NA,NA,NA,NA,106,-30.8249,30.4884,"COPPERS",1,"CARCHARHINUS BRACHYURUS","UVC-S","ROLAND"
"D0199",2003,10,25,NA,"10/25","NORTH","Protea_pinnacles",1,1,"15m","1.5","10SW",NA,"20",NA,NA,NA,106,-30.8249,30.4884,"RAGGIE",60,"CARCHARIAS TAURUS","UVC-S","ROLAND"
"D0201",2003,10,26,NA,"10/26","SOUTH","Protea_pinnacles",1,1,"8m","1.5",NA,NA,NA,NA,"4",NA,91,-30.8434,30.4771,"BLACKTIP",7,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D0202",2003,10,27,NA,"10/27","NORTH","Protea_pinnacles",1,1,"15m","1.5",NA,NA,"21",NA,"4",NA,106,-30.8249,30.4884,"RAGGIE",10,"CARCHARIAS TAURUS","UVC-S","ROLAND"
"D0203",2003,10,28,NA,"10/28","SOUTH","Protea_pinnacles",1,1,"15m","1","20-30NE",NA,NA,NA,"4",NA,91,-30.8434,30.4771,"SHH",600,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D0203",2003,10,28,NA,"10/28","SOUTH","Protea_pinnacles",1,1,"15m","1","20-30NE",NA,NA,NA,"4",NA,91,-30.8434,30.4771,"BLACKTIP",1,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D0204",2003,10,30,NA,"10/30","SOUTH","Protea_pinnacles",1,1,"20m","2",NA,NA,NA,NA,NA,NA,91,-30.8434,30.4771,"SHH",300,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D0204",2003,10,30,NA,"10/30","SOUTH","Protea_pinnacles",1,1,"20m","2",NA,NA,NA,NA,NA,NA,91,-30.8434,30.4771,"SANDSHARK",20,"RYNCHOBATUS DJIDDENSIS","UVC-S","ROLAND"
"D0204",2003,10,30,NA,"10/30","SOUTH","Protea_pinnacles",1,1,"20m","2",NA,NA,NA,NA,NA,NA,91,-30.8434,30.4771,"BLACKTIP",1,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D0206",2003,10,31,NA,"10/31","NORTH","Protea_pinnacles",1,1,"15m",NA,NA,NA,NA,NA,NA,NA,106,-30.8249,30.4884,"SHH",300,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D0206",2003,10,31,NA,"10/31","NORTH","Protea_pinnacles",1,1,"15m",NA,NA,NA,NA,NA,NA,NA,106,-30.8249,30.4884,"RAGGIE",30,"CARCHARIAS TAURUS","UVC-S","ROLAND"
"D0206",2003,10,31,NA,"10/31","NORTH","Protea_pinnacles",1,1,"15m",NA,NA,NA,NA,NA,NA,NA,106,-30.8249,30.4884,"BLACKTIP",1,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D0212",2003,11,5,NA,"11/05","SOUTH","Protea_pinnacles",1,1,"30m",NA,NA,NA,NA,NA,NA,NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",2,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0214",2003,11,6,NA,"11/06","SOUTH","Protea_pinnacles",1,1,NA,NA,"1",NA,"20",NA,NA,NA,91,-30.8434,30.4771,"SHH",1,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D0214",2003,11,6,NA,"11/06","SOUTH","Protea_pinnacles",1,1,NA,NA,"1",NA,"20",NA,NA,NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",1,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0214",2003,11,6,NA,"11/06","SOUTH","Protea_pinnacles",1,1,NA,NA,"1",NA,"20",NA,NA,NA,91,-30.8434,30.4771,"BLACKTIP",1,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D0216",2003,11,7,NA,"11/07","SOUTH","Protea_pinnacles",1,1,NA,NA,"10-15NE",NA,NA,NA,"6",NA,91,-30.8434,30.4771,"SHH",300,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D0217",2003,11,8,NA,"11/08","SOUTH","Protea_pinnacles",1,1,NA,NA,"10-15NE",NA,NA,NA,"11",NA,91,-30.8434,30.4771,"SHH",7,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D0217",2003,11,8,NA,"11/08","SOUTH","Protea_pinnacles",1,1,NA,NA,"10-15NE",NA,NA,NA,"11",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",2,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0217",2003,11,8,NA,"11/08","SOUTH","Protea_pinnacles",1,1,NA,NA,"10-15NE",NA,NA,NA,"11",NA,91,-30.8434,30.4771,"RAGGIE",40,"CARCHARIAS TAURUS","UVC-S","ROLAND"
"D0218",2003,11,9,NA,"11/09","SOUTH","Protea_pinnacles",1,1,"18m",NA,NA,NA,"18-21",NA,NA,NA,91,-30.8434,30.4771,"SHH",2,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D0218",2003,11,9,NA,"11/09","SOUTH","Protea_pinnacles",1,1,"18m",NA,NA,NA,"18-21",NA,NA,NA,91,-30.8434,30.4771,"BLACKTIP",2,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D0218",2003,11,9,NA,"11/09","SOUTH","Protea_pinnacles",1,1,"18m",NA,NA,NA,"18-21",NA,NA,NA,91,-30.8434,30.4771,"COPPERS",1,"CARCHARHINUS BRACHYURUS","UVC-S","ROLAND"
"D0220",2003,11,10,NA,"11/10","NORTH","Protea_pinnacles",1,1,"8m+-",NA,NA,NA,NA,NA,NA,NA,106,-30.8249,30.4884,"SHH",2,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D0220",2003,11,10,NA,"11/10","NORTH","Protea_pinnacles",1,1,"8m+-",NA,NA,NA,NA,NA,NA,NA,106,-30.8249,30.4884,"RAGGIE",10,"CARCHARIAS TAURUS","UVC-S","ROLAND"
"D0220",2003,11,10,NA,"11/10","NORTH","Protea_pinnacles",1,1,"8m+-",NA,NA,NA,NA,NA,NA,NA,106,-30.8249,30.4884,"BLACKTIP",1,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D0220",2003,11,10,NA,"11/10","NORTH","Protea_pinnacles",1,1,"8m+-",NA,NA,NA,NA,NA,NA,NA,106,-30.8249,30.4884,"TIGER",1,"GALEOCERDO CUVIER","UVC-S","ROLAND"
"D0223",2003,11,12,NA,"11/12","SOUTH","Protea_pinnacles",1,1,"15m",NA,NA,NA,"20",NA,NA,NA,91,-30.8434,30.4771,"RAGGIE",1,"CARCHARIAS TAURUS","UVC-S","ROLAND"
"D0225",2003,11,13,NA,"11/13","NORTH","Protea_pinnacles",1,1,NA,NA,NA,NA,"20-23",NA,NA,NA,106,-30.8249,30.4884,"RAGGIE",30,"CARCHARIAS TAURUS","UVC-S","ROLAND"
"D0228",2003,11,15,NA,"11/15","NORTH","Protea_pinnacles",1,1,"5m",NA,NA,NA,NA,NA,"9",NA,106,-30.8249,30.4884,"RAGGIE",30,"CARCHARIAS TAURUS","UVC-S","ROLAND"
"D0229",2003,11,16,NA,"11/16","NORTH","Protea_pinnacles",1,1,"5m",NA,NA,NA,NA,NA,"9",NA,106,-30.8249,30.4884,"RAGGIE",30,"CARCHARIAS TAURUS","UVC-S","ROLAND"
"D0231",2003,11,19,NA,"11/19","NORTH","Protea_pinnacles",1,1,"7m",NA,"10NE",NA,"21",NA,NA,NA,106,-30.8249,30.4884,"RAGGIE",30,"CARCHARIAS TAURUS","UVC-S","ROLAND"
"D0233",2003,11,20,NA,"11/20","SOUTH","Protea_pinnacles",1,1,"12m","1.5","15NE",NA,NA,NA,"9",NA,91,-30.8434,30.4771,"SHH",15,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D0234",2003,11,21,NA,"11/21","SOUTH","Protea_pinnacles",1,1,"7m",NA,"25SW",NA,"21",NA,"4",NA,91,-30.8434,30.4771,"SHH",2,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D0234",2003,11,21,NA,"11/21","SOUTH","Protea_pinnacles",1,1,"7m",NA,"25SW",NA,"21",NA,"4",NA,91,-30.8434,30.4771,"SANDSHARK",15,"RYNCHOBATUS DJIDDENSIS","UVC-S","ROLAND"
"D0235",2003,11,22,NA,"11/22","NORTH","Protea_pinnacles",1,1,"5m",NA,NA,NA,"22",NA,NA,NA,106,-30.8249,30.4884,"RAGGIE",1,"CARCHARIAS TAURUS","UVC-S","ROLAND"
"D0242",2003,11,30,NA,"11/30","SOUTH","Protea_pinnacles",1,1,"30m",NA,NA,NA,NA,NA,"8+7+3",NA,91,-30.8434,30.4771,"SHH",27,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D0242",2003,11,30,NA,"11/30","SOUTH","Protea_pinnacles",1,1,"30m",NA,NA,NA,NA,NA,"8+7+3",NA,91,-30.8434,30.4771,"SANDSHARK",15,"RYNCHOBATUS DJIDDENSIS","UVC-S","ROLAND"
"D0243",2003,12,1,NA,"12/01","SOUTH","Protea_pinnacles",1,1,"20m","1.5","20SW",NA,"23",NA,NA,NA,91,-30.8434,30.4771,"SHH",8,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D0243",2003,12,1,NA,"12/01","SOUTH","Protea_pinnacles",1,1,"20m","1.5","20SW",NA,"23",NA,NA,NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",1,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0243",2003,12,1,NA,"12/01","SOUTH","Protea_pinnacles",1,1,"20m","1.5","20SW",NA,"23",NA,NA,NA,91,-30.8434,30.4771,"SANDSHARK",20,"RYNCHOBATUS DJIDDENSIS","UVC-S","ROLAND"
"D0245",2003,12,2,NA,"12/02","SOUTH","Protea_pinnacles",1,1,"12m",NA,"28NE",NA,NA,NA,"10",NA,91,-30.8434,30.4771,"SHH",3,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D0245",2003,12,2,NA,"12/02","SOUTH","Protea_pinnacles",1,1,"12m",NA,"28NE",NA,NA,NA,"10",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",2,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0246",2003,12,3,NA,"12/03","NORTH","Protea_pinnacles",1,1,"10m",NA,"22SW",NA,"21",NA,"11",NA,106,-30.8249,30.4884,"SHH",7,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D0246",2003,12,3,NA,"12/03","NORTH","Protea_pinnacles",1,1,"10m",NA,"22SW",NA,"21",NA,"11",NA,106,-30.8249,30.4884,"RAGGIE",15,"CARCHARIAS TAURUS","UVC-S","ROLAND"
"D0247",2003,12,4,NA,"12/04","SOUTH","Protea_pinnacles",1,1,"15m","1",NA,NA,NA,NA,"6+5",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",1,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0248",2003,12,5,NA,"12/05","SOUTH","Protea_pinnacles",1,1,"10m",NA,NA,NA,NA,NA,NA,NA,91,-30.8434,30.4771,"SHH",2,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D0248",2003,12,5,NA,"12/05","SOUTH","Protea_pinnacles",1,1,"10m",NA,NA,NA,NA,NA,NA,NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",2,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0248",2003,12,5,NA,"12/05","SOUTH","Protea_pinnacles",1,1,"10m",NA,NA,NA,NA,NA,NA,NA,91,-30.8434,30.4771,"SANDSHARK",20,"RYNCHOBATUS DJIDDENSIS","UVC-S","ROLAND"
"D0254",2003,12,10,NA,"12/10","SOUTH","Protea_pinnacles",1,1,NA,NA,NA,NA,NA,NA,"8",NA,91,-30.8434,30.4771,"SHH",300,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D0254",2003,12,10,NA,"12/10","SOUTH","Protea_pinnacles",1,1,NA,NA,NA,NA,NA,NA,"8",NA,91,-30.8434,30.4771,"SANDSHARK",1,"RYNCHOBATUS DJIDDENSIS","UVC-S","ROLAND"
"D0255",2003,12,12,NA,"12/12","SOUTH","Protea_pinnacles",1,1,"25m",NA,NA,NA,"24",NA,"10/5",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",2,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0255",2003,12,12,NA,"12/12","SOUTH","Protea_pinnacles",1,1,"25m",NA,NA,NA,"24",NA,"10/5",NA,91,-30.8434,30.4771,"TIGER",1,"GALEOCERDO CUVIER","UVC-S","ROLAND"
"D0256",2003,12,14,NA,"12/14","SOUTH","Protea_pinnacles",1,1,"25m",NA,NA,NA,NA,NA,NA,NA,91,-30.8434,30.4771,"SHH",300,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D0258",2003,12,15,NA,"12/15","SOUTH","Protea_pinnacles",1,1,"25m",NA,NA,NA,NA,NA,"8",NA,91,-30.8434,30.4771,"SHH",1,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D0260",2003,12,18,NA,"12/18","SOUTH","Protea_pinnacles",1,1,"25m",NA,NA,NA,"24",NA,"9+10+4",NA,91,-30.8434,30.4771,"SHH",600,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D0261",2003,12,19,NA,"12/19","SOUTH","Protea_pinnacles",1,1,"25m",NA,NA,NA,"24",NA,"9+6",NA,91,-30.8434,30.4771,"SHH",1,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D0261",2003,12,19,NA,"12/19","SOUTH","Protea_pinnacles",1,1,"25m",NA,NA,NA,"24",NA,"9+6",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",1,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0263",2003,12,20,NA,"12/20","SOUTH","Protea_pinnacles",1,1,NA,NA,NA,NA,NA,NA,NA,NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",2,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0263",2003,12,20,NA,"12/20","SOUTH","Protea_pinnacles",1,1,NA,NA,NA,NA,NA,NA,NA,NA,91,-30.8434,30.4771,"SANDSHARK",40,"RYNCHOBATUS DJIDDENSIS","UVC-S","ROLAND"
"D0266",2003,12,21,NA,"12/21","SOUTH","Protea_pinnacles",1,1,"25m",NA,"25S",NA,"24",NA,NA,NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",150,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0267",2003,12,23,NA,"12/23","SOUTH","Protea_pinnacles",1,1,"30m",NA,NA,NA,"24",NA,"9+9+6+6",NA,91,-30.8434,30.4771,"SHH",1,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D0267",2003,12,23,NA,"12/23","SOUTH","Protea_pinnacles",1,1,"30m",NA,NA,NA,"24",NA,"9+9+6+6",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",2,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0267",2003,12,23,NA,"12/23","SOUTH","Protea_pinnacles",1,1,"30m",NA,NA,NA,"24",NA,"9+9+6+6",NA,91,-30.8434,30.4771,"SANDSHARK",30,"RYNCHOBATUS DJIDDENSIS","UVC-S","ROLAND"
"D0269",2003,12,24,NA,"12/24","SOUTH","Protea_pinnacles",1,1,"25m",NA,NA,NA,NA,NA,"10+9+8+8",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",12,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0269",2003,12,24,NA,"12/24","SOUTH","Protea_pinnacles",1,1,"25m",NA,NA,NA,NA,NA,"10+9+8+8",NA,91,-30.8434,30.4771,"SANDSHARK",100,"RYNCHOBATUS DJIDDENSIS","UVC-S","ROLAND"
"D0272",2003,12,26,NA,"12/26","SOUTH","Protea_pinnacles",1,1,"30m",NA,"40SW",NA,NA,NA,NA,NA,91,-30.8434,30.4771,"SHH",13,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D0272",2003,12,26,NA,"12/26","SOUTH","Protea_pinnacles",1,1,"30m",NA,"40SW",NA,NA,NA,NA,NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",21,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0273",2003,12,27,NA,"12/27","NORTH","Protea_pinnacles",1,1,"35m",NA,NA,NA,NA,NA,"9+7+9",NA,106,-30.8249,30.4884,"RAGGIE",2,"CARCHARIAS TAURUS","UVC-S","ROLAND"
"D0275",2003,12,28,NA,"12/28","SOUTH","Protea_pinnacles",1,1,"20m",NA,NA,NA,NA,NA,"(8+8)/(10+5)/(10+9)",NA,91,-30.8434,30.4771,"SHH",1,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D0275",2003,12,28,NA,"12/28","SOUTH","Protea_pinnacles",1,1,"20m",NA,NA,NA,NA,NA,"(8+8)/(10+5)/(10+9)",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",1,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0275",2003,12,28,NA,"12/28","SOUTH","Protea_pinnacles",1,1,"20m",NA,NA,NA,NA,NA,"(8+8)/(10+5)/(10+9)",NA,91,-30.8434,30.4771,"SANDSHARK",3,"RYNCHOBATUS DJIDDENSIS","UVC-S","ROLAND"
"D0275",2003,12,28,NA,"12/28","SOUTH","Protea_pinnacles",1,1,"20m",NA,NA,NA,NA,NA,"(8+8)/(10+5)/(10+9)",NA,91,-30.8434,30.4771,"BLACKTIP",1,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D0277",2003,12,29,NA,"12/29","SOUTH","Protea_pinnacles",1,1,"15m",NA,"15SW",NA,"22-24",NA,NA,NA,91,-30.8434,30.4771,"SHH",300,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D0277",2003,12,29,NA,"12/29","SOUTH","Protea_pinnacles",1,1,"15m",NA,"15SW",NA,"22-24",NA,NA,NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",3,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0277",2003,12,29,NA,"12/29","SOUTH","Protea_pinnacles",1,1,"15m",NA,"15SW",NA,"22-24",NA,NA,NA,91,-30.8434,30.4771,"SANDSHARK",12,"RYNCHOBATUS DJIDDENSIS","UVC-S","ROLAND"
"D0278",2003,12,30,NA,"12/30","SOUTH","Protea_pinnacles",1,1,"15m",NA,NA,NA,"21-24",NA,"(11+9)/(10+7)",NA,91,-30.8434,30.4771,"SHH",2,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D0278",2003,12,30,NA,"12/30","SOUTH","Protea_pinnacles",1,1,"15m",NA,NA,NA,"21-24",NA,"(11+9)/(10+7)",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",2,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0278",2003,12,30,NA,"12/30","SOUTH","Protea_pinnacles",1,1,"15m",NA,NA,NA,"21-24",NA,"(11+9)/(10+7)",NA,91,-30.8434,30.4771,"SANDSHARK",1,"RYNCHOBATUS DJIDDENSIS","UVC-S","ROLAND"
"D0280",2003,12,31,NA,"12/31","SOUTH","Protea_pinnacles",1,1,"20m",NA,"10-20SW",NA,NA,NA,"10/8",NA,91,-30.8434,30.4771,"SHH",1,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D0282",2004,1,2,NA,"01/02","NORTH","Protea_pinnacles",1,1,"15m",NA,NA,"perfect","20-24",NA,"(10+7)/(8+6)/(10)",NA,106,-30.8249,30.4884,"TIGER",1,"GALEOCERDO CUVIER","UVC-S","ROLAND"
"D0286",2004,1,6,NA,"01/06","SOUTH","Protea_pinnacles",1,1,"3m","1","15-20NE",NA,NA,NA,"7/6",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",2,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0287",2004,1,7,NA,"01/07","SOUTH","Protea_pinnacles",1,1,"5m","0","10SW","overcast+rain","19-23",NA,"10",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",1,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0288",2004,1,8,NA,"01/08","SOUTH","Protea_pinnacles",1,1,"10m","0","5-10NE",NA,NA,NA,NA,NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",2,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0297",2004,1,15,NA,"01/15","SOUTH","Protea_pinnacles",1,1,"15m","0","15SW","overcast+sunny+perfect","17-23",NA,"8",NA,91,-30.8434,30.4771,"SHH",1,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D0306",2004,1,24,NA,"01/24","SOUTH","Protea_pinnacles",1,1,"15-10m","1.2","5SW","overcast+rain","17-24",NA,"4",NA,91,-30.8434,30.4771,"SHH",3,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D0308",2004,1,26,NA,"01/26","SOUTH","Protea_pinnacles",1,1,"25m","1.5","15SW","sunny+hot","24-26",NA,"5",NA,91,-30.8434,30.4771,"SHH",20,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D0308",2004,1,26,NA,"01/26","SOUTH","Protea_pinnacles",1,1,"25m","1.5","15SW","sunny+hot","24-26",NA,"5",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",2,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0309",2004,1,27,NA,"01/27","SOUTH","Protea_pinnacles",1,1,"25m","0.5 rev","5NE","sunny+hot","21-26",NA,"4",NA,91,-30.8434,30.4771,"SHH",2,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D0309",2004,1,27,NA,"01/27","SOUTH","Protea_pinnacles",1,1,"25m","0.5 rev","5NE","sunny+hot","21-26",NA,"4",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",1,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0314",2004,2,2,NA,"02/02","SOUTH","Protea_pinnacles",1,1,"5-15m","3","20SW","sunny+hot","19-24",NA,"3",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",2,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0315",2004,2,3,NA,"02/03","SOUTH","Protea_pinnacles",1,1,"6-15m","4","3-20NE","cloudy","19-24",NA,"5/5",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",3,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D0315",2004,2,3,NA,"02/03","SOUTH","Protea_pinnacles",1,1,"6-15m","4","3-20NE","cloudy","19-24",NA,"5/5",NA,91,-30.8434,30.4771,"BLACKTIP",6,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
